AllocatedMem(MiB),MegaUpdatesPerSecond,ActualRuntime,MinimalRuntime
1,734.574396,1461,1000,216,25
2,899.876011,1192,1000,216,25
4,715.884600,1499,1000,216,25
8,878.875746,1221,1000,216,25
16,722.271767,1486,1000,216,25
32,905.320904,2371,1000,216,25
64,200.644328,21404,1000,216,25
